City_ID,City,lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,guilin,25.2819,110.2864,296.91,88,16,1.49,CN,1695845296
288,irece,-11.3042,-41.8558,307.59,21,20,4.71,BR,1695845165
289,novi petrivtsi,50.6224,30.4451,289.36,46,2,2.72,UA,1695845296
290,lorengau,-2.0226,147.2712,299.78,85,100,3.79,PG,1695845086
291,woolgoolga,-30.1106,153.2007,292.08,83,89,4.29,AU,1695845297
292,itamaraca,-7.7478,-34.8256,300.18,70,100,4.23,BR,1695845215
293,nuku'alofa,-21.1333,-175.2,298.34,78,40,5.14,TO,1695845297
294,timimoun,29.2639,0.231,304.14,15,0,9.54,DZ,1695845205
295,alto araguaia,-17.3147,-53.2153,308.29,23,71,5.05,BR,1695845298
296,chinde,26.8418,88.0763,291.23,84,2,2.08,NP,1695845298
297,korla,41.7597,86.1469,290.37,39,5,3.56,CN,1695845299
298,goondiwindi,-28.55,150.3167,291.58,27,89,4.44,AU,1695845299
299,tucuma,-0.1833,-50.05,303.53,61,78,4.9,BR,1695845142
300,taksimo,56.3444,114.8794,281.59,69,100,1.69,RU,1695845299
301,juruti,-2.1522,-56.0922,311.63,28,17,2.92,BR,1695845299
302,nemuro,43.3236,145.575,289.74,85,100,4.18,JP,1695845157
303,lihue,21.9789,-159.3672,300.73,81,94,6.8,US,1695845136
304,oranjemund,-28.55,16.4333,291.61,47,0,5.66,NA,1695845300
305,moab,38.5733,-109.5498,305.09,15,0,2.93,US,1695845075
306,salym,60.0625,71.4789,280.68,85,100,2.85,RU,1695845300
307,ghat,24.9647,10.1728,304.88,18,86,1.63,LY,1695845301
308,vilyuysk,63.7553,121.6247,277.34,74,81,2.67,RU,1695845153
309,butembo,0.15,29.2833,288.23,98,100,0.8,CD,1695845301
310,kingscliff,-28.2667,153.5667,290.24,94,100,0.0,AU,1695845301
311,ust-nera,64.5667,143.2,276.51,96,100,3.54,RU,1695845179
312,shwebo,22.5667,95.7,299.61,88,61,1.87,MM,1695845302
313,es castell,39.8795,4.2854,295.53,73,0,1.54,ES,1695845302
314,hilo,19.7297,-155.09,300.16,69,40,1.79,US,1695845303
315,dobrich,43.5667,27.8333,293.2,63,57,5.33,BG,1695845303
316,waingapu,-9.6567,120.2641,296.91,84,8,2.39,ID,1695845138
317,nadi,-17.8,177.4167,299.15,78,20,3.09,FJ,1695845303
318,masterton,-40.9597,175.6575,282.53,96,100,0.6,NZ,1695845303
319,yermakovskoye,53.2831,92.4003,275.39,86,5,1.1,RU,1695845177
320,bodinayakkanur,10.0167,77.35,296.47,84,100,2.81,IN,1695845304
321,fort bragg,35.139,-79.006,293.9,72,100,5.66,US,1695845103
322,geraldton,-28.7667,114.6,294.38,73,90,3.6,AU,1695845139
323,kas,36.2018,29.6377,298.57,59,82,1.96,TR,1695845305
324,karasburg,-28.0167,18.75,288.9,26,0,4.62,NA,1695845305
325,coahuayana de hidalgo,18.7,-103.6583,305.9,61,36,3.19,MX,1695845216
326,vejle,55.7093,9.5357,290.55,89,93,3.17,DK,1695845305
327,dingwall,57.5953,-4.4272,286.97,87,100,5.17,GB,1695845305
328,luban,51.1201,15.2877,291.67,60,66,2.64,PL,1695845306
329,chemax,20.65,-87.9333,307.15,48,90,1.18,MX,1695845306
330,carnarvon,-24.8667,113.6333,293.24,87,57,6.02,AU,1695845121
331,pacocha,-17.5833,-71.3333,292.23,73,100,3.09,PE,1695845307
332,ulladulla,-35.35,150.4667,288.02,89,100,1.09,AU,1695845076
333,tashtyp,52.7939,89.8983,274.68,88,0,0.96,RU,1695845307
334,palu,-0.8917,119.8707,297.15,93,88,1.69,ID,1695845307
335,conselheiro pena,-19.1722,-41.4722,311.81,25,61,1.09,BR,1695845308
336,scarborough,54.2797,-0.4044,290.91,88,96,1.79,GB,1695845308
337,banda aceh,5.5577,95.3222,299.27,85,100,5.78,ID,1695845308
338,sotouboua,8.5667,0.9833,298.16,89,13,1.27,TG,1695845308
339,rongelap,11.1635,166.8941,300.07,80,100,1.5,MH,1695845309
340,zarghun shahr,32.8473,68.4457,284.54,16,0,2.53,AF,1695845309
341,puerto deseado,-47.7503,-65.8938,285.29,50,100,2.96,AR,1695845309
342,key west,24.5557,-81.7826,304.15,77,75,2.57,US,1695845086
343,taroa,8.7058,171.2275,301.21,79,70,4.38,MH,1695845310
344,el granada,37.5027,-122.4694,300.71,63,0,7.2,US,1695845310
345,kailua-kona,19.6406,-155.9956,302.19,73,20,4.12,US,1695845310
346,aljezur,37.3191,-8.8033,292.32,80,15,3.38,PT,1695845311
347,xinji,37.9028,115.2036,289.64,88,0,0.94,CN,1695845311
348,noyabrsk,63.1994,75.4507,279.4,77,100,4.02,RU,1695845203
349,regina,50.4501,-104.6178,295.21,43,75,2.06,CA,1695845108
350,vila franca do campo,37.7167,-25.4333,296.38,90,55,6.59,PT,1695845177
351,chissamba,-12.1667,17.3333,295.3,49,51,1.82,AO,1695845312
352,gadzhiyevo,69.2551,33.3362,281.59,94,100,3.04,RU,1695845196
353,sungai penuh,-2.0833,101.3833,290.17,91,16,1.27,ID,1695845244
354,kamogawa,35.1,140.1,297.11,93,16,1.66,JP,1695845312
355,port augusta,-32.5,137.7667,282.4,72,0,2.47,AU,1695845313
356,tsiombe,-25.3,45.4833,294.04,84,63,1.87,MG,1695845313
357,yemva,62.59,50.8594,282.81,93,48,3.34,RU,1695845313
358,mount pearl,47.5166,-52.7813,283.62,77,100,6.69,CA,1695845314
359,mahanoro,-19.9,48.8,293.52,86,42,1.6,MG,1695845133
360,alaghsas,17.0187,8.0168,308.55,7,5,6.0,NE,1695845314
361,celendin,-6.8703,-78.1517,293.44,47,79,4.03,PE,1695845314
362,emmett,43.8735,-116.4993,294.8,39,100,5.12,US,1695845315
363,salekhard,66.53,66.6019,275.98,95,100,3.68,RU,1695845315
364,kaka,37.3482,59.6143,293.94,27,77,3.98,TM,1695845315
365,vengerovo,55.6848,76.7471,282.39,82,100,1.52,RU,1695845315
366,rumoi,43.9344,141.6428,289.76,92,100,3.56,JP,1695845316
367,ardestan,33.3761,52.3694,292.63,34,26,0.74,IR,1695845316
368,hood river,45.7054,-121.5215,293.24,72,100,5.36,US,1695845074
369,viveiro,43.6623,-7.5934,293.28,89,99,4.03,ES,1695845316
370,revda,56.801,59.9303,281.96,83,96,2.71,RU,1695845316
371,great bend,38.3645,-98.7648,302.93,38,0,2.57,US,1695845317
372,houlton,46.1262,-67.8403,294.6,58,0,0.0,US,1695845317
373,santa ana,33.7456,-117.8678,307.27,55,75,5.14,US,1695844894
374,roma,43.2128,-75.4557,294.61,43,0,5.14,US,1695845163
375,broken hill,-31.95,141.4333,282.36,63,0,4.59,AU,1695845143
376,undurkhaan,47.3194,110.6556,279.84,63,79,1.24,MN,1695845175
377,kurchum,48.5722,83.6542,280.84,48,0,2.91,KZ,1695845318
378,bardai,11.65,7.2333,300.95,57,99,3.76,NG,1695845318
379,kloulklubed,7.0419,134.2556,301.43,82,94,8.1,PW,1695845318
380,wolmaransstad,-27.1974,25.9831,283.74,58,0,3.82,ZA,1695845319
381,castro,-24.7911,-50.0119,299.46,56,40,5.26,BR,1695845319
382,sao paulo de olivenca,-3.3783,-68.8725,307.95,47,92,0.9,BR,1695845319
383,igarka,67.4667,86.5833,271.66,79,24,1.9,RU,1695845319
384,berck-plage,50.407,1.5645,295.09,68,75,3.6,FR,1695845320
385,hasaki,35.7333,140.8333,296.09,87,96,2.32,JP,1695845104
386,kiunga,-6.1219,141.2906,295.9,99,100,1.48,PG,1695845320
387,nacala,-14.5428,40.6728,297.58,80,0,2.76,MZ,1695845320
388,punta arenas,-53.15,-70.9167,278.16,60,0,2.06,CL,1695845127
389,as sulayyil,20.4607,45.5779,304.37,16,0,3.25,SA,1695845321
390,wynyard,-41.0,145.7167,284.83,87,100,4.43,AU,1695845234
391,bayside,40.8424,-124.0637,293.5,86,100,4.63,US,1695845321
392,vilyuchinsk,52.9306,158.4028,273.3,75,5,2.82,RU,1695845144
393,trapani,37.8333,12.6667,294.41,73,0,3.02,IT,1695845322
394,christchurch,-43.5333,172.6333,280.88,94,75,1.54,NZ,1695845168
395,jayapura,-2.5333,140.7,297.81,86,95,1.83,ID,1695845116
396,khorugh,37.4897,71.553,282.46,58,12,1.73,TJ,1695845322
397,el abiodh sidi cheikh,32.893,0.5484,297.22,17,0,4.57,DZ,1695845322
398,verkhnevilyuysk,63.4453,120.3167,278.85,65,98,2.8,RU,1695845323
399,cuito,-12.3833,16.9333,291.95,54,62,1.31,AO,1695845323
400,jianshui,23.6363,102.8264,292.03,97,100,1.65,CN,1695845323
401,tafuna,-14.3358,-170.72,299.54,71,100,7.16,AS,1695845323
402,tindouf,27.6711,-8.1474,308.4,12,0,4.12,DZ,1695845192
403,palmer,42.1584,-72.3287,294.4,47,40,3.09,US,1695845324
404,puerto lempira,15.2667,-83.7667,305.23,66,40,2.57,HN,1695845324
405,kolonia town,6.964,158.206,298.15,100,100,1.54,FM,1695845324
406,santa catalina,9.3337,122.8637,298.64,90,100,1.98,PH,1695845324
407,paide,58.8856,25.5572,286.64,94,85,2.32,EE,1695845325
408,les sables-d'olonne,46.6667,-1.8333,292.59,88,100,4.94,FR,1695845325
409,chamrajnagar,11.9167,76.95,294.19,87,51,1.63,IN,1695845325
410,kargil,34.5667,76.1,281.02,40,0,2.31,IN,1695845326
411,nushki,29.5542,66.0215,293.1,11,0,1.19,PK,1695845297
412,hadibu,12.65,54.0333,300.04,80,43,3.83,YE,1695845212
413,kirillov,59.863,38.3813,284.1,88,100,2.46,RU,1695845326
414,estevan,49.1334,-102.9842,290.34,72,100,4.12,CA,1695845108
415,svetlyy,54.675,20.1347,292.18,66,80,3.58,RU,1695845327
416,gilleleje,56.122,12.3106,289.82,86,91,2.68,DK,1695845327
417,gongdanglegi kulon,-8.1753,112.6359,293.84,92,100,1.44,ID,1695845327
418,uaua,-9.8414,-39.4817,307.61,23,26,2.37,BR,1695845327
419,tazacorte,28.629,-17.9293,297.69,86,20,4.63,ES,1695845328
420,ta`u,-14.2336,-169.5144,299.01,73,98,7.47,AS,1695845122
421,galliano,29.4422,-90.2992,306.15,51,0,3.09,US,1695845137
422,kidal,18.4411,1.4078,308.53,8,0,4.25,ML,1695845205
423,olyokminsk,60.3736,120.4264,278.1,79,100,1.9,RU,1695845328
424,carloforte,39.145,8.3058,295.34,79,0,4.39,IT,1695845328
425,cascais,38.6979,-9.4215,296.07,75,0,5.36,PT,1695845152
426,kayangel,8.0823,134.7173,301.06,81,100,9.17,PW,1695845329
427,hinton,53.4001,-117.5857,288.36,36,9,1.84,CA,1695844854
428,walvis bay,-22.9575,14.5053,286.53,41,0,1.06,NA,1695845204
429,yuzhno-kurilsk,44.0306,145.8556,287.74,86,100,2.74,RU,1695845128
430,uige,-7.6087,15.0613,296.26,72,44,1.23,AO,1695845330
431,whitecourt,54.1502,-115.6855,289.76,41,10,2.67,CA,1695845330
432,pil'na,55.5539,45.9219,282.83,78,0,1.88,RU,1695845330
433,hafar al-batin,28.4328,45.9708,303.12,13,0,3.65,SA,1695845330
434,bryne,58.7354,5.6477,288.12,84,0,1.03,NO,1695845331
435,gamba,-2.65,10.0,298.05,84,86,3.81,GA,1695845331
436,latehar,23.75,84.5,297.39,88,44,1.09,IN,1695845332
437,illizi,26.4833,8.4667,302.31,23,0,5.49,DZ,1695845332
438,susuman,62.7833,148.1667,270.53,98,95,1.81,RU,1695845205
439,doka,13.5167,35.7667,298.47,75,98,1.24,SD,1695845332
440,midvagur,62.0511,-7.1939,283.61,87,100,3.6,FO,1695845125
441,seydi,39.4816,62.9137,292.65,26,35,2.67,TM,1695845333
442,riohacha,11.5444,-72.9072,305.63,60,3,8.29,CO,1695845333
443,shagonar,51.5333,92.8,278.2,60,0,0.6,RU,1695845333
444,gorontalo,0.5412,123.0595,295.54,89,84,2.05,ID,1695845230
445,nagqu,31.5,92.0,273.64,81,5,1.89,CN,1695845164
446,rudbar,30.15,62.6,296.75,20,0,4.62,AF,1695845333
447,sinabang,2.4803,96.3801,298.99,84,100,2.68,ID,1695845184
448,dampit,-8.2116,112.7493,293.74,92,100,2.17,ID,1695845334
449,sittwe,20.15,92.9,300.7,87,100,2.86,MM,1695845334
450,gaspe,48.8334,-64.4819,291.62,62,3,0.59,CA,1695845222
451,upington,-28.4478,21.2561,290.36,25,0,2.06,ZA,1695845043
452,newman,37.3138,-121.0208,300.34,39,0,6.26,US,1695845335
453,angra do heroismo,38.65,-27.2167,297.49,96,40,4.02,PT,1695845108
454,sierakowice,54.3461,17.8925,290.18,57,0,2.19,PL,1695845335
455,mana,5.6592,-53.7767,302.92,72,45,5.18,GF,1695845182
456,wotho,10.1657,166.0102,300.53,83,100,4.48,MH,1695845335
457,turpan,42.9333,89.1667,293.09,30,1,1.68,CN,1695845335
458,xilin hot,43.9667,116.0333,279.07,55,11,2.08,CN,1695845123
459,villa luvianos,18.9167,-100.4,298.59,55,1,1.93,MX,1695845336
460,hugo,45.16,-92.9933,295.93,76,75,4.12,US,1695845135
461,kapa'a,22.0752,-159.319,301.14,81,98,4.47,US,1695845192
462,aur,8.1499,171.1687,301.46,76,90,3.76,MH,1695845337
463,akjoujt,19.6969,-14.4164,310.24,14,100,4.35,MR,1695845337
464,sherghati,24.5667,84.7833,300.36,76,53,1.43,IN,1695845337
465,klaksvik,62.2266,-6.589,283.66,91,100,6.42,FO,1695845337
466,i-n-salah,27.1935,2.4607,306.7,19,17,9.15,DZ,1695845338
467,carolina beach,34.0352,-77.8936,296.52,77,100,0.89,US,1695845200
468,coruripe,-10.1256,-36.1756,298.5,78,29,6.87,BR,1695845338
469,fort william,56.8165,-5.1121,286.65,95,100,1.48,GB,1695845338
470,at-bashi,41.1702,75.8106,282.11,37,70,0.24,KG,1695845338
471,omutninsk,58.67,52.1932,283.4,84,95,2.17,RU,1695845339
472,muromtsevo,56.3724,75.2418,281.13,81,100,1.38,RU,1695845339
473,adoru,6.9766,7.1627,298.8,91,83,0.57,NG,1695845339
474,bloemhof,-27.6469,25.607,284.46,43,0,1.76,ZA,1695845339
475,chimoio,-19.1164,33.4833,294.34,67,99,3.76,MZ,1695845339
476,colinas,-6.0258,-44.2492,308.27,35,61,1.0,BR,1695845340
477,aioun,16.6614,-9.6149,310.6,23,49,1.89,MR,1695845340
478,ujae,8.9322,165.7642,301.66,77,100,4.54,MH,1695845340
479,thinadhoo,0.5333,72.9333,300.77,73,100,2.38,MV,1695845184
480,port isabel,26.0734,-97.2086,310.19,58,0,7.2,US,1695845340
481,labytnangi,66.6572,66.4183,276.2,92,100,2.82,RU,1695845341
482,guerrero negro,27.9769,-114.0611,297.85,56,61,6.3,MX,1695845097
483,nassau,40.7507,-73.5829,292.96,62,20,4.63,US,1695845341
484,northport,33.229,-87.5772,304.05,55,0,4.12,US,1695845341
485,pauini,-7.7136,-66.9764,308.72,40,46,0.18,BR,1695845342
486,brookings,44.3114,-96.7984,294.36,73,100,4.12,US,1695844967
487,plesetsk,62.708,40.2916,283.69,96,100,3.43,RU,1695845342
488,bayanhongor,46.7167,100.1167,268.69,80,71,0.78,MN,1695845051
489,taro,-8.3862,115.28,295.15,91,86,1.23,ID,1695845343
490,lata,40.1629,-8.3327,293.1,86,94,1.0,PT,1695845343
491,topeka,39.0483,-95.678,302.52,47,0,2.57,US,1695845185
492,port blair,11.6667,92.75,299.74,84,100,9.5,IN,1695845343
493,khanty-mansiysk,61.0042,69.0019,282.21,93,75,3.13,RU,1695845126
494,marsh harbour,26.5412,-77.0636,301.86,67,100,3.54,BS,1695845122
495,saudarkrokur,65.7461,-19.6394,278.6,95,100,1.96,IS,1695845120
496,vila velha,-20.3297,-40.2925,302.12,78,0,7.72,BR,1695845344
497,zeya,53.75,127.2667,280.67,96,43,1.84,RU,1695845345
498,happy valley-goose bay,53.3168,-60.3315,292.32,42,75,8.75,CA,1695845095
499,maqat,47.65,53.3167,292.67,47,21,3.99,KZ,1695845345
500,dunedin,-45.8742,170.5036,280.82,86,100,4.02,NZ,1695844890
501,pimentel,-6.8367,-79.9342,298.31,61,0,7.72,PE,1695845346
502,wewak,-3.5534,143.6268,298.72,84,100,2.1,PG,1695845187
503,lethbridge,49.7,-112.8186,287.4,23,100,5.61,CA,1695845222
504,saint-joseph,-21.3667,55.6167,295.36,76,21,6.27,RE,1695845111
505,maua,-23.6678,-46.4614,298.35,89,73,5.27,BR,1695845174
506,tijucas,-27.2414,-48.6336,295.16,89,97,4.41,BR,1695845347
507,mandalgovi,45.7625,106.2708,278.83,52,95,5.19,MN,1695845347
508,beyneu,45.3167,55.2,293.89,39,4,2.89,KZ,1695845347
509,inari,68.906,27.0288,284.26,95,100,2.06,FI,1695845348
510,port said,31.2565,32.2841,300.61,70,0,6.1,EG,1695845348
511,arkhangel'sk,64.5401,40.5433,283.59,94,100,2.7,RU,1695845348
512,cidreira,-30.1811,-50.2056,288.76,77,98,8.19,BR,1695845348
513,umm ruwaba,12.9061,31.2158,301.93,59,30,2.81,SD,1695845349
514,khorixas,-20.3667,14.9667,294.75,23,0,1.79,NA,1695845349
515,devils lake,48.1128,-98.8651,292.21,72,100,5.66,US,1695845106
516,rio branco,-9.9747,-67.81,311.49,39,20,1.03,BR,1695845350
517,naantali,60.4674,22.0243,289.38,95,100,4.63,FI,1695845350
518,teshi old town,5.5836,-0.1072,299.76,83,9,4.82,GH,1695845350
519,varadero,23.1536,-81.2514,303.57,88,100,4.72,CU,1695845350
520,puerto maldonado,-12.6,-69.1833,310.37,41,20,1.54,PE,1695845350
521,valparaiso,-33.0393,-71.6273,291.95,61,0,5.14,CL,1695845351
522,crane,31.3974,-102.3501,306.46,24,0,3.4,US,1695845114
523,ust'-ilimsk,58.0006,102.6619,278.37,79,100,1.28,RU,1695845351
524,alamos,27.0167,-108.9333,312.05,27,0,2.63,MX,1695845351
525,ziro,27.6333,93.8333,286.27,96,6,1.1,IN,1695845352
526,hammerfest,70.6634,23.6821,283.4,87,20,3.6,NO,1695845352
527,mar del plata,-38.0023,-57.5575,291.22,68,0,4.12,AR,1695845150
528,matias romero,16.8833,-95.0333,305.3,49,32,6.23,MX,1695845352
529,bogale,16.2833,95.4,297.79,97,100,1.36,MM,1695845353
530,mungaa,-4.9667,34.8833,294.47,48,19,5.81,TZ,1695845353
531,charlottetown,46.2352,-63.1267,288.82,77,5,2.68,CA,1695845272
532,broome,42.2506,-75.833,295.21,55,0,2.06,US,1695845353
533,island harbour,50.724,-1.2758,290.89,84,47,3.13,GB,1695845165
534,tabou,4.423,-7.3528,298.7,90,14,3.21,CI,1695845354
535,simanggang,1.2472,111.4528,296.54,85,83,0.21,MY,1695845354
536,mejit,10.2753,170.8646,301.4,78,47,5.57,MH,1695845354
537,namanga,-2.5433,36.7905,295.02,60,14,4.99,KE,1695845354
538,muisne,0.6,-80.0333,299.03,78,85,5.41,EC,1695845355
539,katsuura,35.1333,140.3,297.09,90,16,2.77,JP,1695845199
540,arauca,7.0847,-70.7591,306.14,55,73,1.31,CO,1695845355
541,nanyang,32.9947,112.5328,291.5,90,56,1.11,CN,1695845238
542,sitka,57.0531,-135.33,285.09,94,100,6.17,US,1695845129
543,berdigestyakh,62.0989,126.6992,274.94,94,84,2.07,RU,1695845356
544,morehead city,34.7229,-76.726,296.15,81,100,5.14,US,1695845284
545,khunti,23.0833,85.2833,296.21,86,93,0.37,IN,1695845356
546,khekra,28.8667,77.2833,300.18,50,0,1.8,IN,1695845356
547,san fernando,15.0286,120.6898,300.0,94,81,1.01,PH,1695845357
548,nioki,-2.7167,17.6833,298.06,73,100,1.26,CD,1695845357
549,muynoq,43.7683,59.0214,291.03,58,0,2.62,UZ,1695845357
550,kuala belait,4.5833,114.1833,299.36,82,38,1.42,BN,1695845358
551,warman,52.3168,-106.5679,293.65,30,0,6.89,CA,1695845358
552,ust'-kut,56.7938,105.7672,278.71,83,100,0.68,RU,1695845358
553,cadale,2.7603,46.3222,299.33,86,6,6.99,SO,1695845358
554,yampil',51.95,33.7833,286.44,69,6,3.37,UA,1695845358
555,somerset,40.5668,-74.5496,294.15,56,75,2.57,US,1695845274
556,kegen,43.0197,79.2203,279.22,60,4,1.37,KZ,1695845190
557,cobija,-11.0267,-68.7692,310.25,47,40,2.06,BO,1695845176
558,san antonio oeste,-40.7319,-64.9477,294.16,20,100,8.36,AR,1695845359
559,san julian,21.0167,-102.1667,300.14,27,42,1.31,MX,1695845360
560,dalandzadgad,43.5708,104.425,284.94,31,69,3.97,MN,1695845186
561,tanout,14.9709,8.8879,308.46,8,7,3.41,NE,1695845360
562,ust'-uda,54.1742,103.0304,282.43,80,100,1.28,RU,1695845360
563,jinzhou,41.1078,121.1417,286.67,33,0,2.44,CN,1695845360
564,camarinas,43.1311,-9.1817,293.81,95,100,1.78,ES,1695845361
565,diapaga,12.0708,1.7889,302.28,62,3,4.17,BF,1695845361
566,muroto-misakicho,33.2833,134.15,298.83,83,0,3.24,JP,1695845361
567,kisangani,0.5167,25.2,295.89,94,96,2.26,CD,1695845132
568,badger,64.8,-147.5333,275.36,82,100,0.0,US,1695845097
569,powell,40.1578,-83.0752,295.15,70,100,3.6,US,1695845362
570,shihezi,44.3,86.0333,286.38,48,0,2.7,CN,1695845362
571,mungwi,-10.1732,31.3694,297.71,25,53,0.93,ZM,1695845362
572,tete,-16.1564,33.5867,304.7,28,2,3.79,MZ,1695845363
573,aitape,-3.1374,142.3475,298.65,88,92,1.41,PG,1695845363
574,mount gambier,-37.8333,140.7667,280.94,96,24,2.08,AU,1695845121
575,buka,40.8108,69.1986,293.65,26,100,1.11,UZ,1695845363
576,ndjole,-0.1783,10.7649,298.89,90,99,1.85,GA,1695845364
577,aweil,8.7682,27.4002,296.74,90,100,2.62,SS,1695845322
578,laguna,38.421,-121.4238,301.66,43,0,4.12,US,1695845109
579,samal,7.0744,125.7083,300.19,78,100,1.03,PH,1695845364
